vuln_id,compiler,compiler_version,vulnerability_type,root_cause,root_cause_detail,description,reported_time,reference
6205,apache/tvm,v0.6.1,CWE-704: Incorrect Type Conversion or Cast,Backend Inconsistencies,"The Rust runtime/FFI layer uses `unsafe transmute` to reinterpret values across the TVM FFI boundary without validating layout/size/alignment or ensuring the source and destination types are compatible. A crafted or mismatched FFI value can be misinterpreted, leading to memory corruption (including out-of-bounds writes) and runtime crashes.",[Rust] unsafe transmute cause runtime error,2020-08-04T08:50:15Z,https://github.com/apache/tvm/issues/6205
6210,apache/tvm,v0.6.1,CWE-20: Improper Input Validation,Tensor Mapping Defects,"Relay/shape inference allows Reshape operations without checking that the requested new shape is compatible with the number of elements in the input tensor, enabling crafted models to trigger crashes, inconsistent inference results, or downstream shape-related failures.",Reshape does not check that shape change is valid,2020-08-04T22:19:47Z,https://github.com/apache/tvm/issues/6210
6237,apache/tvm,v0.6.1,CWE-682: Incorrect Calculation,Numerical Computing Defects,"The Relay Resize operator in TVM v0.6.1 produces numerically incorrect outputs compared to expected framework/reference behavior, indicating a semantic mismatch in the operator implementation (e.g., coordinate transform, rounding, interpolation, or layout handling), leading to inconsistent inference results without necessarily crashing.",Resize produces incorrect results,2020-08-08T03:39:14Z,https://github.com/apache/tvm/issues/6237
6263,apache/tvm,v0.6.1,Incorrect Preservation of Model Semantics,Tensor Mapping Defects,"A change introduced in TVM issue/PR #4312 causes Huggingface BERT ONNX graphs to be imported into Relay incorrectly, leading to inference result inconsistencies (semantic mismatch) between the original ONNX model and the compiled Relay model.",#4312 broke Huggingface BERT ONNX import,2020-08-13T03:12:54Z,https://github.com/apache/tvm/issues/6263
6268,apache/tvm,v0.6.1,CWE-617: Reachable Assertion,Invariant Violations,"Relay IRModule construction/type inference assumes all referenced static tensor types have corresponding entries in the type definition table; when a crafted or malformed module references an undefined static_tensor_float32_* type, a CHECK fails (it != type_definitions.end()) and aborts, causing a crash.",TVMError: Check failed: it != type_definitions.end(): There is no definition of static_tensor_float32_*,2020-08-13T08:12:58Z,https://github.com/apache/tvm/issues/6268
6300,apache/tvm,v0.6.1,CWE-704: Incorrect Type Conversion or Cast,Tensor Mapping Defects,"In the PyTorch frontend lowering, a cast to Long (int64) is incorrectly translated into a Relay cast to float32, causing semantic mismatch in the compiled model and potentially leading to inconsistent inference results or downstream crashes due to unexpected types.",[Frontend][PyTorch] Cast to Long gets translated into cast to float32,2020-08-18T23:25:25Z,https://github.com/apache/tvm/issues/6300
6376,apache/tvm,v0.6.1,Improper Control of Compilation Availability,Memory Management Defects,"The Metal runtime device API fails to correctly release/free allocated resources, causing memory to accumulate across executions and enabling resource exhaustion (availability impact) when triggered repeatedly.",[BUG] Memory leak in Metal runtime device api,2020-09-01T23:36:41Z,https://github.com/apache/tvm/issues/6376
6414,apache/tvm,v0.6.1,Incorrect Preservation of Model Semantics,Tensor Mapping Defects,"In the PyTorch importer/frontend lowering, N-D strided slicing is translated into TVM/Relay strided_slice without correctly honoring the stride argument, causing the compiled model to compute different slice results than the original PyTorch model and potentially triggering downstream crashes due to unexpected shapes/values.",Bug: Strided N-D slicing in torch model ignoring the stride argument (strided_slice),2020-09-07T14:49:44Z,https://github.com/apache/tvm/issues/6414
6432,apache/tvm,v0.6.1,CWE-754: Improper Check for Unusual or Exceptional Conditions,Tensor Mapping Defects,"During PyTorch-to-Relay frontend import, the presence of torch.stack leads to missing/unknown shape information such that BatchNorm cannot determine its output shape, causing type inference to fail and the compilation process to crash/abort on crafted models using this operator pattern.",[torch] Using torch.stack causes BatchNorm not to be able to determine output shape,2020-09-09T13:27:54Z,https://github.com/apache/tvm/issues/6432
6441,apache/tvm,v0.6.1,Incorrect Preservation of Model Semantics,Tensor Mapping Defects,"The frontend importer lowers ONNX StridedSlice but ignores or mishandles the provided stride argument, producing Relay slicing semantics equivalent to unit stride. This causes compiled models to compute different results than the original ONNX model (and may trigger downstream shape/logic issues leading to crashes).",ONNX strided slice ignoring stride argument,2020-09-10T11:00:49Z,https://github.com/apache/tvm/issues/6441
6588,apache/tvm,v0.6.1,CWE-682: Incorrect Calculation,Numerical Computing Defects,"The CUDA dense implementation in TVM v0.6.1 generates code that yields inaccurate/inconsistent outputs versus expected Relay semantics, causing inference result divergence without an explicit crash (semantic equivalence violation).",[Relay][BUG] nn.dense accuracy error,2020-09-29T09:42:33Z,https://github.com/apache/tvm/issues/6588
6596,apache/tvm,v0.6.1,CWE-20: Improper Input Validation,Memory Management Defects,"The TIR boundary checking / predicate insertion pass does not correctly handle iterators whose bounds depend on surrounding loop variables, so generated code can omit necessary predicates and perform out-of-bounds memory accesses, leading to crashes or memory corruption with crafted schedules/models.",Support Boundary Checking for Loop Dependent Iterators,2020-09-30T10:18:26Z,https://github.com/apache/tvm/issues/6596
6607,apache/tvm,v0.6.1,CWE-704: Incorrect Type Conversion or Cast,Tensor Mapping Defects,"During PyTorch model import / Relay type inference, TVM misidentifies an integer-typed value as float and inserts a cast to float32, causing a type mismatch and potential crash or incorrect execution due to loss of original integer semantics.","[Frontend][PyTorch] TVM casts to float32, when actual type is int",2020-10-01T15:45:57Z,https://github.com/apache/tvm/issues/6607
6608,apache/tvm,v0.6.1,CWE-617: Reachable Assertion,Invariant Violations,"Relay type checking/type inference can hit a CHECK(data != nullptr) assertion with certain inputs/IR states, causing an immediate crash instead of handling the condition gracefully, enabling a denial-of-service via crafted models/programs.",CHECK(data != nullptr) causes type checking to fail,2020-10-01T16:07:33Z,https://github.com/apache/tvm/issues/6608
6653,apache/tvm,v0.7.0,CWE-754: Improper Check for Unusual or Exceptional Conditions,Invariant Violations,"During Relay frontend parsing/IR construction and attribute decoding, an incorrect or unexpected data type value is not validated/handled via a recoverable exception path; instead the code reaches an abort() (likely via fatal check/assert), allowing a crafted model/IR to crash the compiler and impact availability.",Incorrect data type in relay causes abort() rather than exception,2020-10-09T03:08:50Z,https://github.com/apache/tvm/issues/6653
6803,apache/tvm,v0.7.0,Incorrect Preservation of Model Semantics,IR Transformation Errors,"Relay's Dead Code Elimination pass incorrectly treats reference-related operations as removable when their results appear unused, failing to account for side effects (mutation/aliasing) and thereby changing program/model semantics and producing inconsistent inference results.",[Relay] Dead Code Elimination is unsound with references,2020-10-30T17:52:18Z,https://github.com/apache/tvm/issues/6803
6869,apache/tvm,v0.7.0,CWE-754: Improper Check for Unusual or Exceptional Conditions,IR Transformation Errors,"Ansor (auto-scheduling) cannot find any working TIR schedule for some Relay tasks, causing compilation to fail/crash instead of gracefully reporting an unsupported case or falling back to a safe default schedule.",[Relay][Ansor] cannot find a working schedule for certain tasks,2020-11-06T20:30:28Z,https://github.com/apache/tvm/issues/6869
6884,apache/tvm,v0.7.0,CWE-754: Improper Check for Unusual or Exceptional Conditions,Invariant Violations,"CodeGenC::PrintSSAAssign can be reached with an unexpected/invalid SSA assignment state (e.g., missing/unsupported RHS/LHS expression), leading to a crash during C source emission instead of gracefully rejecting or handling the IR.",BUG in CodeGenC::PrintSSAAssign,2020-11-08T13:56:57Z,https://github.com/apache/tvm/issues/6884
7067,apache/tvm,v0.7.0,CWE-754: Improper Check for Unusual or Exceptional Conditions,IR Transformation Errors,"A crafted or unsupported QNN Relay graph causes the BYOC MergeComposite transformation to generate an inconsistent/ill-typed IR, leading the TypeInferencer/TypeSolver to fail (crash) during Relay type inference, impacting compilation availability.",[QNN] [BYOC] MergeComposite pass breaks on QNN graph,2020-12-09T07:40:19Z,https://github.com/apache/tvm/issues/7067
7096,apache/tvm,v0.7.0,CWE-754: Improper Check for Unusual or Exceptional Conditions,Tensor Mapping Defects,"The ONNX-to-Relay frontend inconsistently represents undefined dimensions (Relay uses relay.Any() while ONNX commonly uses -1), leading to mismatched shape reasoning and a crash during import/compilation when models contain dynamic shapes.",Missmatching of undefined shape value relay.Any() vs -1,2020-12-11T19:54:30Z,https://github.com/apache/tvm/issues/7096
7104,apache/tvm,v0.7.0,Improper Control of Compilation Availability,Memory Management Defects,"When loading or invoking a packed function for an ONNX Inception v1 model with the ACL (Arm Compute Library) integration enabled, TVM can hit a segmentation fault, indicating missing safety checks/robust handling in the runtime integration layer that allows a crafted or simply incompatible model to crash the process (availability impact).",Segmentation fault with ACL integration on onnx inception v1,2020-12-14T08:39:35Z,https://github.com/apache/tvm/issues/7104
7200,apache/tvm,v0.7.0,Improper Control of Compilation Availability,Memory Management Defects,"Compiling an ONNX model containing MatMul at opt_level=2 triggers a failure in Relay backend memory planning (graph_plan_memory / storage allocation), indicating the planner does not robustly handle certain operator/layout/shape cases and can be crashed by a crafted model, causing compilation denial-of-service.",[Bug] Error when compiling a simple ONNX model with MatMul operator for opt_level=2,2021-01-04T11:32:55Z,https://github.com/apache/tvm/issues/7200
